provider_id,full name,email,phone,category,city,address,latitude,longitude,rating,reviews_count,price_per_hour,availability,specialties,experience_years,verified,profile_image,description
2SLC0NIQC7,Anuja Albert Luthra,anuja.luthra268@gmail.com,9254449827,Plumber,Mumbai,221 Mumbai Street,19.078358,72.873237,3,63,216,Busy,Deep Cleaning,9,Yes,https://randomuser.me/api/portraits/men/35.jpg,Professional plumber service provider in Mumbai
PAWONQD4HR,Gitanjali Iqbal Goradia,gitanjali.goradia157@gmail.com,9667438296,Plumber,Mumbai,287 Mumbai Street,19.07171,72.890888,3,138,548,On Leave,Wall Painting,3,Yes,https://randomuser.me/api/portraits/men/19.jpg,Professional plumber service provider in Mumbai
PGUWY3WTM7,Neelima Kedarnath Bhat,neelima.bhat487@gmail.com,9621418738,Plumber,Mumbai,211 Mumbai Street,19.093434,72.880102,3,159,336,On Leave,Electrical Wiring,13,Yes,https://randomuser.me/api/portraits/men/19.jpg,Professional plumber service provider in Mumbai
B0MFJL55BZ,Yograj Shakil Sharma,yograj.sharma298@gmail.com,9403308123,Plumber,Mumbai,83 Mumbai Street,19.087304,72.861416,3,36,342,Available,Pipe Repair,18,No,https://randomuser.me/api/portraits/men/37.jpg,Professional plumber service provider in Mumbai
ZPVQA4PJBF,Utkarsh Malhar Chandran,utkarsh.chandran221@gmail.com,9502405395,Plumber,Mumbai,469 Mumbai Street,19.081485,72.875992,3,295,713,Available,Furniture Repair,8,Yes,https://randomuser.me/api/portraits/men/46.jpg,Professional plumber service provider in Mumbai
0SBR2L9FR3,Ishmita Raghav Dalal,ishmita.dalal411@gmail.com,9204918360,Plumber,Mumbai,95 Mumbai Street,19.073587,72.87655,3,248,899,On Leave,Deep Cleaning,15,Yes,https://randomuser.me/api/portraits/men/70.jpg,Professional plumber service provider in Mumbai
VJY5GY5TSF,Tanisha Keshit Dubey,tanisha.dubey616@gmail.com,9744084276,Plumber,Mumbai,775 Mumbai Street,19.061197,72.866075,3,23,703,On Leave,Termite Treatment,4,Yes,https://randomuser.me/api/portraits/men/78.jpg,Professional plumber service provider in Mumbai
XY7JNLH3G7,Venkatesh Bonaventure Ghadge,venkatesh.ghadge282@gmail.com,9381324261,Plumber,Mumbai,440 Mumbai Street,19.095469,72.881324,3,233,839,Available,Termite Treatment,11,Yes,https://randomuser.me/api/portraits/men/23.jpg,Professional plumber service provider in Mumbai
Y7GO9ZAS6A,Ashwat Ananta Fatak,ashwat.fatak646@gmail.com,9631280472,Plumber,Mumbai,479 Mumbai Street,19.094393,72.89681,3,100,714,On Leave,Electrical Wiring,9,No,https://randomuser.me/api/portraits/men/28.jpg,Professional plumber service provider in Mumbai
8FSIPPMIR3,Dhruv Aaron Padhi,dhruv.padhi573@gmail.com,9674175379,Plumber,Mumbai,433 Mumbai Street,19.083065,72.867198,3,53,746,On Leave,Furniture Repair,16,Yes,https://randomuser.me/api/portraits/men/12.jpg,Professional plumber service provider in Mumbai
GONSQXG59W,Samar Achal Lanjewar,samar.lanjewar707@gmail.com,9503330582,Plumber,Mumbai,283 Mumbai Street,19.091238,72.874064,3,67,629,Available,Fridge Repair,10,No,https://randomuser.me/api/portraits/men/73.jpg,Professional plumber service provider in Mumbai
YU9AM3FWPZ,Eirene Himanshu Chauhan,eirene.chauhan700@gmail.com,9148331281,Plumber,Mumbai,564 Mumbai Street,19.07285,72.863316,4,178,615,Busy,Fridge Repair,20,No,https://randomuser.me/api/portraits/men/77.jpg,Professional plumber service provider in Mumbai
7C44F0XFYQ,Akshita Devraj Apparao,akshita.apparao762@gmail.com,9615308713,Plumber,Mumbai,268 Mumbai Street,19.076194,72.861411,4,176,822,Busy,Pipe Repair,14,Yes,https://randomuser.me/api/portraits/men/55.jpg,Professional plumber service provider in Mumbai
WN04SRGYUM,Anshika Nitin Ambekar,anshika.ambekar487@gmail.com,9737200313,Plumber,Mumbai,493 Mumbai Street,19.06964,72.877187,4,261,345,Available,Fridge Repair,15,No,https://randomuser.me/api/portraits/men/58.jpg,Professional plumber service provider in Mumbai
BZE5RIQOQP,Dhruv Kaushal Mahapatra,dhruv.mahapatra552@gmail.com,9113365961,Plumber,Mumbai,260 Mumbai Street,19.095012,72.86312,4,85,256,Busy,Deep Cleaning,13,No,https://randomuser.me/api/portraits/men/9.jpg,Professional plumber service provider in Mumbai
F8TXVKI5VH,Urvi Singh Rastogi,urvi.rastogi917@gmail.com,9127306643,Plumber,Mumbai,877 Mumbai Street,19.080447,72.876065,4,81,557,Busy,Electrical Wiring,20,No,https://randomuser.me/api/portraits/men/33.jpg,Professional plumber service provider in Mumbai
KQVMHEN7TK,Rachesh Dharit Jadhav,rachesh.jadhav598@gmail.com,9938705162,Plumber,Mumbai,186 Mumbai Street,19.080429,72.885346,4,98,718,On Leave,Furniture Repair,3,Yes,https://randomuser.me/api/portraits/men/10.jpg,Professional plumber service provider in Mumbai
GWRT8H4UHT,Parnita Jagjit Shah,parnita.shah377@gmail.com,9885616698,Plumber,Mumbai,32 Mumbai Street,19.058533,72.886999,4,89,650,On Leave,Deep Cleaning,16,No,https://randomuser.me/api/portraits/men/3.jpg,Professional plumber service provider in Mumbai
KOAP6W063R,Damayanti Manavraj Shah,damayanti.shah409@gmail.com,9698278968,Plumber,Mumbai,753 Mumbai Street,19.074632,72.860993,4,274,874,Busy,AC Gas Refill,15,Yes,https://randomuser.me/api/portraits/men/83.jpg,Professional plumber service provider in Mumbai
F19V9U4TPS,Damayanti Laxmichand Bajaj,damayanti.bajaj663@gmail.com,9685077411,Plumber,Mumbai,627 Mumbai Street,19.077232,72.889761,4,177,720,Busy,Wall Painting,17,Yes,https://randomuser.me/api/portraits/men/90.jpg,Professional plumber service provider in Mumbai
E15WT9HGCH,Anuj Sainath Bhosale,anuj.bhosale462@gmail.com,9289271783,Plumber,Mumbai,298 Mumbai Street,19.071382,72.888449,4,160,614,Available,Deep Cleaning,11,Yes,https://randomuser.me/api/portraits/men/96.jpg,Professional plumber service provider in Mumbai
M7GSCC26C7,Abhay Subhash Lanjewar,abhay.lanjewar921@gmail.com,9766526063,Plumber,Mumbai,521 Mumbai Street,19.085422,72.876577,4,171,690,On Leave,Deep Cleaning,8,Yes,https://randomuser.me/api/portraits/men/22.jpg,Professional plumber service provider in Mumbai
B75CR32EYI,Sarika Francisraj Fatak,sarika.fatak910@gmail.com,9918749213,Plumber,Mumbai,164 Mumbai Street,19.073015,72.863396,4,25,299,Available,Fridge Repair,17,No,https://randomuser.me/api/portraits/men/8.jpg,Professional plumber service provider in Mumbai
SUGHFYT5FV,Sonia Shrikrishna Iyer,sonia.iyer461@gmail.com,9461495010,Plumber,Mumbai,485 Mumbai Street,19.057172,72.884345,4,52,763,Busy,Deep Cleaning,15,Yes,https://randomuser.me/api/portraits/men/40.jpg,Professional plumber service provider in Mumbai
4K6ESFBXYZ,Jay Sahil Dongre,jay.dongre276@gmail.com,9363539342,Plumber,Mumbai,838 Mumbai Street,19.09289,72.878139,4,30,693,Busy,Fridge Repair,12,No,https://randomuser.me/api/portraits/men/70.jpg,Professional plumber service provider in Mumbai
PY4C0PA7EQ,Dhruti Bartholomew Parmar,dhruti.parmar533@gmail.com,9887472415,Plumber,Mumbai,570 Mumbai Street,19.076393,72.875401,4,125,557,On Leave,Pipe Repair,17,Yes,https://randomuser.me/api/portraits/men/76.jpg,Professional plumber service provider in Mumbai
TY42I09ZPS,Nivriti Moinuddin Iyengar,nivriti.iyengar428@gmail.com,9497284718,Plumber,Mumbai,726 Mumbai Street,19.072025,72.893238,5,60,653,On Leave,AC Gas Refill,20,Yes,https://randomuser.me/api/portraits/men/74.jpg,Professional plumber service provider in Mumbai
UD04WP13J0,Rakesh Navjeet Bhagat,rakesh.bhagat958@gmail.com,9704966579,Plumber,Mumbai,951 Mumbai Street,19.065573,72.87431,5,116,293,Available,Termite Treatment,15,No,https://randomuser.me/api/portraits/men/25.jpg,Professional plumber service provider in Mumbai
UCUYQI9ZUB,Eklavya Maheshkumar Kumbhakar,eklavya.kumbhakar535@gmail.com,9795790522,Plumber,Mumbai,490 Mumbai Street,19.075486,72.879977,5,253,770,On Leave,Fridge Repair,1,Yes,https://randomuser.me/api/portraits/men/67.jpg,Professional plumber service provider in Mumbai
AHGV99B78R,Naman Arumainayagam Barai,naman.barai788@gmail.com,9779534366,Plumber,Mumbai,756 Mumbai Street,19.085835,72.86631,5,210,274,On Leave,AC Gas Refill,16,No,https://randomuser.me/api/portraits/men/42.jpg,Professional plumber service provider in Mumbai
PAL7566MLC,Anay Ravindra Maheshwari,anay.maheshwari225@gmail.com,9765556074,Plumber,Mumbai,19 Mumbai Street,19.08295,72.882748,5,62,887,Busy,Pipe Repair,3,No,https://randomuser.me/api/portraits/men/84.jpg,Professional plumber service provider in Mumbai
8YWHK2MEKB,Darsh Gopaldas Deshmukh,darsh.deshmukh647@gmail.com,9767504460,Plumber,Mumbai,600 Mumbai Street,19.064991,72.889411,5,54,739,Available,Deep Cleaning,19,Yes,https://randomuser.me/api/portraits/men/36.jpg,Professional plumber service provider in Mumbai
YGMNLMY36J,Akira Ajaykumar Lakra,akira.lakra513@gmail.com,9895327983,Plumber,Mumbai,162 Mumbai Street,19.064107,72.879177,5,66,530,On Leave,Termite Treatment,12,No,https://randomuser.me/api/portraits/men/62.jpg,Professional plumber service provider in Mumbai
9AW4SH5MIH,Sonia Azhar Saha,sonia.saha122@gmail.com,9471359665,Plumber,Mumbai,305 Mumbai Street,19.066397,72.886698,5,172,511,On Leave,Wall Painting,10,No,https://randomuser.me/api/portraits/men/10.jpg,Professional plumber service provider in Mumbai
AG27Q9NW0L,Avaniya Hari Bedi,avaniya.bedi493@gmail.com,9247541712,Plumber,Mumbai,971 Mumbai Street,19.081615,72.869417,5,129,896,Busy,Wall Painting,5,Yes,https://randomuser.me/api/portraits/men/66.jpg,Professional plumber service provider in Mumbai
94Y727VHLI,Anir Shridhar Pande,anir.pande790@gmail.com,9434403926,Plumber,Mumbai,208 Mumbai Street,19.09349,72.894346,5,209,278,Busy,Termite Treatment,5,No,https://randomuser.me/api/portraits/men/34.jpg,Professional plumber service provider in Mumbai
B4ALL8J4UO,Avyukt Bonaventure Bidkar,avyukt.bidkar957@gmail.com,9874351689,Plumber,Mumbai,181 Mumbai Street,19.081761,72.886545,5,58,382,Busy,Deep Cleaning,8,No,https://randomuser.me/api/portraits/men/91.jpg,Professional plumber service provider in Mumbai
SIVEE4XIQ8,Vageesh Brijesh Lanjewar,vageesh.lanjewar586@gmail.com,9685025575,Plumber,Mumbai,749 Mumbai Street,19.08222,72.860853,5,123,373,On Leave,Wall Painting,15,No,https://randomuser.me/api/portraits/men/35.jpg,Professional plumber service provider in Mumbai
US64GYOXMS,Yogesh Vedant Chakrabarti,yogesh.chakrabarti589@gmail.com,9833945605,Plumber,Mumbai,353 Mumbai Street,19.074813,72.891475,5,233,578,On Leave,Electrical Wiring,1,No,https://randomuser.me/api/portraits/men/17.jpg,Professional plumber service provider in Mumbai
3H3PB1CD2T,Saniya Zainul Kothari,saniya.kothari289@gmail.com,9385111598,Plumber,Mumbai,793 Mumbai Street,19.086695,72.883821,5,287,824,On Leave,Fridge Repair,16,No,https://randomuser.me/api/portraits/men/73.jpg,Professional plumber service provider in Mumbai
Z6LLABQ8G8,Devvrat Satishchandra Kaur,devvrat.kaur921@gmail.com,9513621047,Plumber,Mumbai,367 Mumbai Street,19.069421,72.866904,5,172,899,Available,Furniture Repair,6,No,https://randomuser.me/api/portraits/men/83.jpg,Professional plumber service provider in Mumbai
CITLLZ94G5,Sukanya Chinnappan Sharma,sukanya.sharma891@gmail.com,9400208090,Electrician,Mumbai,539 Mumbai Street,19.07052,72.867892,2,17,426,Available,Pipe Repair,9,No,https://randomuser.me/api/portraits/men/23.jpg,Professional electrician service provider in Mumbai
387L9B9L7Q,Daksh Narayan Kale,daksh.kale280@gmail.com,9463005084,Electrician,Mumbai,314 Mumbai Street,19.081195,72.865249,2,34,232,Available,Fridge Repair,10,Yes,https://randomuser.me/api/portraits/men/34.jpg,Professional electrician service provider in Mumbai
AX4C20WMIK,Mitali Mahadev Budhkar,mitali.budhkar119@gmail.com,9106030308,Electrician,Mumbai,637 Mumbai Street,19.067027,72.871999,2,172,886,Available,Electrical Wiring,20,Yes,https://randomuser.me/api/portraits/men/98.jpg,Professional electrician service provider in Mumbai
RTCXG2IIXC,Sameer Basant Lanjewar,sameer.lanjewar370@gmail.com,9446786755,Electrician,Mumbai,329 Mumbai Street,19.079109,72.895874,2,293,402,Busy,Electrical Wiring,7,No,https://randomuser.me/api/portraits/men/89.jpg,Professional electrician service provider in Mumbai
419DPYD017,Aarna Afzal Deshmukh,aarna.deshmukh701@gmail.com,9063117486,Electrician,Mumbai,942 Mumbai Street,19.059597,72.863124,2,163,332,On Leave,AC Gas Refill,18,Yes,https://randomuser.me/api/portraits/men/33.jpg,Professional electrician service provider in Mumbai
6U163T741J,Lakshit Birendra Padhi,lakshit.padhi643@gmail.com,9978631606,Electrician,Mumbai,251 Mumbai Street,19.07679,72.8932,2,214,430,On Leave,Deep Cleaning,12,Yes,https://randomuser.me/api/portraits/men/4.jpg,Professional electrician service provider in Mumbai
0T8DR6O7RO,Vasudha Kripal Mahajan,vasudha.mahajan919@gmail.com,9734679599,Electrician,Mumbai,110 Mumbai Street,19.088558,72.883105,2,91,890,Available,Deep Cleaning,20,No,https://randomuser.me/api/portraits/men/84.jpg,Professional electrician service provider in Mumbai
BM57F1AQ3A,Gitanjali Savariappan Chawla,gitanjali.chawla761@gmail.com,9662828860,Electrician,Mumbai,971 Mumbai Street,19.080951,72.888077,2,89,650,Busy,AC Gas Refill,8,Yes,https://randomuser.me/api/portraits/men/93.jpg,Professional electrician service provider in Mumbai
ZG5N9M198J,Aparna Kedar Awasthi,aparna.awasthi668@gmail.com,9421225950,Electrician,Mumbai,815 Mumbai Street,19.091824,72.886537,2,250,240,On Leave,Electrical Wiring,14,Yes,https://randomuser.me/api/portraits/men/9.jpg,Professional electrician service provider in Mumbai
IKKOMHGSSF,Nandini Ajaykumar Bhosale,nandini.bhosale111@gmail.com,9721914316,Electrician,Mumbai,151 Mumbai Street,19.061338,72.893958,2,106,817,Busy,AC Gas Refill,11,No,https://randomuser.me/api/portraits/men/3.jpg,Professional electrician service provider in Mumbai
QW2V3Q2QE0,Ishvik Quentin Hirematt,ishvik.hirematt242@gmail.com,9263126514,Electrician,Mumbai,903 Mumbai Street,19.064939,72.87528,2,250,397,Available,AC Gas Refill,3,Yes,https://randomuser.me/api/portraits/men/73.jpg,Professional electrician service provider in Mumbai
J7FEV3Y4JJ,Avika Michaelraj Chitnis,avika.chitnis452@gmail.com,9783727408,Electrician,Mumbai,440 Mumbai Street,19.068004,72.859706,2,31,441,Busy,Fridge Repair,10,Yes,https://randomuser.me/api/portraits/men/30.jpg,Professional electrician service provider in Mumbai
TU3CJGE5HK,Dev Raghunath Pathak,dev.pathak173@gmail.com,9707139537,Electrician,Mumbai,446 Mumbai Street,19.073768,72.858682,2,281,876,Available,Pipe Repair,15,Yes,https://randomuser.me/api/portraits/men/80.jpg,Professional electrician service provider in Mumbai
SCK3AA7ZZB,Chandan Harendra Kapoor,chandan.kapoor319@gmail.com,9593157587,Electrician,Mumbai,605 Mumbai Street,19.062873,72.896999,2,74,462,Busy,Furniture Repair,2,Yes,https://randomuser.me/api/portraits/men/17.jpg,Professional electrician service provider in Mumbai
EENO4NIDSS,Yashvardhan Wahidullah Lakade,yashvardhan.lakade605@gmail.com,9824073516,Electrician,Mumbai,519 Mumbai Street,19.073355,72.893242,2,85,303,Busy,Deep Cleaning,17,Yes,https://randomuser.me/api/portraits/men/29.jpg,Professional electrician service provider in Mumbai
LYEFSQGJ9K,Sharmistha Veeransh Dhawan,sharmistha.dhawan579@gmail.com,9070822862,Electrician,Mumbai,717 Mumbai Street,19.072276,72.896849,3,147,797,Available,Fridge Repair,16,No,https://randomuser.me/api/portraits/men/81.jpg,Professional electrician service provider in Mumbai
O48EOI1GK7,Dinesh Gregory Bhagat,dinesh.bhagat871@gmail.com,9561013753,Electrician,Mumbai,305 Mumbai Street,19.080462,72.871996,3,274,842,Busy,Pipe Repair,13,No,https://randomuser.me/api/portraits/men/88.jpg,Professional electrician service provider in Mumbai
7B70W7VA6Q,Disha Badrinath Pathak,disha.pathak868@gmail.com,9847239142,Electrician,Mumbai,302 Mumbai Street,19.063448,72.89221,3,300,786,On Leave,Fridge Repair,11,Yes,https://randomuser.me/api/portraits/men/67.jpg,Professional electrician service provider in Mumbai
PMKQEOFUVV,Aanchal Kedar Lanjewar,aanchal.lanjewar378@gmail.com,9527000837,Electrician,Mumbai,235 Mumbai Street,19.078368,72.859464,3,260,696,Available,Deep Cleaning,15,Yes,https://randomuser.me/api/portraits/men/30.jpg,Professional electrician service provider in Mumbai
1NS6OBCOKL,Kashvi Sandeep Mukherjee,kashvi.mukherjee220@gmail.com,9442042638,Electrician,Mumbai,472 Mumbai Street,19.087391,72.888764,3,279,332,Busy,Fridge Repair,1,No,https://randomuser.me/api/portraits/men/30.jpg,Professional electrician service provider in Mumbai
XGPDDN6830,Kavish Harold Agar,kavish.agar253@gmail.com,9245817240,Electrician,Mumbai,256 Mumbai Street,19.058729,72.873295,3,296,771,On Leave,Termite Treatment,16,Yes,https://randomuser.me/api/portraits/men/35.jpg,Professional electrician service provider in Mumbai
YM0JVF6KB8,Ahan Adrij Lanjewar,ahan.lanjewar826@gmail.com,9756632192,Electrician,Mumbai,960 Mumbai Street,19.077998,72.88342,3,116,414,Available,Electrical Wiring,15,No,https://randomuser.me/api/portraits/men/74.jpg,Professional electrician service provider in Mumbai
O30M1M64V5,Eerav Ullah Kashyap,eerav.kashyap324@gmail.com,9854275746,Electrician,Mumbai,383 Mumbai Street,19.066988,72.885635,3,283,221,Busy,Deep Cleaning,1,Yes,https://randomuser.me/api/portraits/men/13.jpg,Professional electrician service provider in Mumbai
A6ZK936EDA,Anuja Andrewraj Hirani,anuja.hirani522@gmail.com,9495945061,Electrician,Mumbai,237 Mumbai Street,19.090847,72.895747,3,143,872,Busy,Pipe Repair,7,Yes,https://randomuser.me/api/portraits/men/77.jpg,Professional electrician service provider in Mumbai
VLSD1PHOLS,Pranika Jayant Bajaj,pranika.bajaj450@gmail.com,9749228789,Electrician,Mumbai,170 Mumbai Street,19.093865,72.87836,3,288,474,Available,Furniture Repair,10,No,https://randomuser.me/api/portraits/men/11.jpg,Professional electrician service provider in Mumbai
4DUFSJHCOG,Ishwar Gaurish Balaji,ishwar.balaji245@gmail.com,9949195017,Electrician,Mumbai,355 Mumbai Street,19.084071,72.883138,3,270,685,Busy,Wall Painting,18,No,https://randomuser.me/api/portraits/men/47.jpg,Professional electrician service provider in Mumbai
YLPDKGSLHP,Kalindi Himanshu Bihani,kalindi.bihani369@gmail.com,9658638320,Electrician,Mumbai,118 Mumbai Street,19.085476,72.859224,3,228,508,Available,Fridge Repair,8,Yes,https://randomuser.me/api/portraits/men/79.jpg,Professional electrician service provider in Mumbai
TH5FQJDJFJ,Sharvani Chitresh Lanjewar,sharvani.lanjewar594@gmail.com,9709512359,Electrician,Mumbai,35 Mumbai Street,19.060451,72.864958,3,150,602,Available,Electrical Wiring,10,No,https://randomuser.me/api/portraits/men/70.jpg,Professional electrician service provider in Mumbai
MVAEIFKULV,Ivaansh Manoharlal Bhat,ivaansh.bhat290@gmail.com,9731877659,Electrician,Mumbai,791 Mumbai Street,19.063802,72.859435,3,24,225,Available,Pipe Repair,14,No,https://randomuser.me/api/portraits/men/4.jpg,Professional electrician service provider in Mumbai
7045GKMI4F,Vaishali Pradeep Gurav,vaishali.gurav303@gmail.com,9128237406,Electrician,Mumbai,866 Mumbai Street,19.064046,72.88514,3,130,411,Busy,Wall Painting,5,Yes,https://randomuser.me/api/portraits/men/92.jpg,Professional electrician service provider in Mumbai
OU5GWT9T6M,Raghav Jitendra Singh,raghav.singh811@gmail.com,9848444237,Electrician,Mumbai,826 Mumbai Street,19.090758,72.878972,4,126,238,On Leave,Wall Painting,11,Yes,https://randomuser.me/api/portraits/men/93.jpg,Professional electrician service provider in Mumbai
48HMPXQOB0,Mahavir Dhruv Jani,mahavir.jani734@gmail.com,9324747675,Electrician,Mumbai,10 Mumbai Street,19.086409,72.874641,4,280,701,On Leave,AC Gas Refill,16,Yes,https://randomuser.me/api/portraits/men/6.jpg,Professional electrician service provider in Mumbai
LOJ61Q252R,Anvay Ankit Bhagat,anvay.bhagat118@gmail.com,9440777990,Electrician,Mumbai,967 Mumbai Street,19.079353,72.873562,4,31,813,Available,AC Gas Refill,14,Yes,https://randomuser.me/api/portraits/men/12.jpg,Professional electrician service provider in Mumbai
D3555YILL2,Marmik Gajanan Sharma,marmik.sharma924@gmail.com,9332646457,Electrician,Mumbai,590 Mumbai Street,19.076092,72.892161,4,267,656,Busy,Furniture Repair,4,No,https://randomuser.me/api/portraits/men/84.jpg,Professional electrician service provider in Mumbai
7UC8IMZ3BM,Vinit Terrence Rai,vinit.rai787@gmail.com,9729635582,Electrician,Mumbai,133 Mumbai Street,19.062683,72.89436,4,275,511,Available,Termite Treatment,11,Yes,https://randomuser.me/api/portraits/men/69.jpg,Professional electrician service provider in Mumbai
UTRRHJRIYY,Sangeeta Adhvik Shukla,sangeeta.shukla209@gmail.com,9933130384,Electrician,Mumbai,217 Mumbai Street,19.071508,72.862152,4,39,680,Busy,Electrical Wiring,17,No,https://randomuser.me/api/portraits/men/17.jpg,Professional electrician service provider in Mumbai
LOSC810QGM,Upendra Gautam Bisht,upendra.bisht753@gmail.com,9208977397,Electrician,Mumbai,982 Mumbai Street,19.068222,72.86571,4,242,473,On Leave,Furniture Repair,16,Yes,https://randomuser.me/api/portraits/men/31.jpg,Professional electrician service provider in Mumbai
QSSF1N8CNX,Hirak Vasudevan Goyal,hirak.goyal714@gmail.com,9427330645,Electrician,Mumbai,854 Mumbai Street,19.062453,72.881926,4,76,784,On Leave,Pipe Repair,3,Yes,https://randomuser.me/api/portraits/men/25.jpg,Professional electrician service provider in Mumbai
OYVU97HMOI,Arpana Palanisamy Damle,arpana.damle688@gmail.com,9396134596,Electrician,Mumbai,209 Mumbai Street,19.06151,72.869405,4,34,474,Available,Furniture Repair,20,No,https://randomuser.me/api/portraits/men/36.jpg,Professional electrician service provider in Mumbai
